Country/Territory,Code,Year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
United Kingdom,GBR,2004,390,24610,5782,162,0,312,532,59,288,2052,485,213148,38189,2006,1482,5371,2,1784,175,166006,24,6399,5130,165,103,3842,42083,8782,28610,492,24
United Kingdom,GBR,2005,382,25153,5885,160,0,312,527,61,315,2111,473,204902,37060,2028,1561,5305,18,2088,170,165756,81,6234,5211,156,105,3744,42263,8935,28889,467,25
United Kingdom,GBR,2006,331,25785,5994,159,0,317,508,60,330,2235,466,197876,35947,2068,1620,5405,0,2361,170,166590,68,6108,5342,155,108,3726,42427,9161,29268,460,25
United Kingdom,GBR,2007,323,26451,6150,158,0,316,454,64,343,2359,443,192432,35467,2079,1673,5437,27,2452,168,168163,95,5988,5531,152,109,3618,42954,9272,29538,439,24
United Kingdom,GBR,2008,310,27150,6317,157,0,315,427,61,339,2469,433,188260,35313,2026,1720,5558,14,2310,166,169922,56,5934,5695,150,110,3471,43660,9396,29865,432,24
United Kingdom,GBR,2009,294,27758,6355,156,0,312,408,70,334,2470,411,181482,34670,1973,1742,5545,8,2070,195,169668,112,5749,5792,146,111,3244,43614,9320,29649,415,24
United Kingdom,GBR,2010,282,28550,6450,155,0,304,376,53,328,2444,397,178756,34955,1918,1751,5488,3,1865,154,170537,104,5700,6036,141,111,3016,44347,9335,29924,398,24
United Kingdom,GBR,2011,275,29177,6524,156,0,294,389,55,273,2399,383,176730,35802,1875,1754,5417,1,1708,145,172472,51,5664,6345,136,113,2822,45388,9287,30208,386,23
United Kingdom,GBR,2012,262,29681,6739,160,0,290,361,54,264,2398,383,178239,37186,1767,1751,5363,8,1610,141,175638,47,5743,6733,132,116,2699,46978,9273,30780,375,22
United Kingdom,GBR,2013,264,29910,6929,158,0,294,345,53,275,2487,386,178833,38209,1651,1741,5442,20,1524,137,178763,14,5812,7015,131,115,2653,48169,9416,31281,374,22
United Kingdom,GBR,2014,259,30016,7039,153,0,296,340,44,215,2576,384,176323,38626,1611,1749,5447,8,1426,128,180410,9,5783,7195,131,113,2634,47951,9455,31361,368,22
United Kingdom,GBR,2015,266,30352,7261,151,0,298,322,36,266,2697,386,177307,39708,1605,1742,5540,4,1394,121,183720,3,5912,7376,132,112,2621,49086,9704,31931,368,22
United Kingdom,GBR,2016,264,30679,7350,150,0,302,306,42,263,2785,382,176098,39642,1589,1754,5618,5,1342,119,185795,11,5966,7471,131,112,2620,49353,9896,32147,370,21
United Kingdom,GBR,2017,263,31165,7468,150,0,300,300,34,245,2773,380,176949,40080,1553,1768,5633,13,1325,119,187620,0,6036,7577,133,113,2623,49793,9959,32291,448,21
United Kingdom,GBR,2018,265,31857,7745,156,0,301,333,40,239,2686,388,184431,41261,1517,1760,5631,0,1391,126,192771,0,6255,7703,134,117,2676,51188,10016,32930,379,21
United Kingdom,GBR,2019,265,32425,7906,159,0,300,339,40,233,2654,390,188113,41877,1484,1762,5618,0,1419,128,195999,2,6368,7776,135,118,2696,51879,10031,33215,383,22
United States,USA,2007,1249,114585,23705,4238,0,3864,19370,1062,12444,28251,953,836120,69811,15210,10896,39352,240,9586,1201,625940,1031,73228,72852,1414,3861,46498,172341,51575,103120,4301,152
United States,USA,2008,1223,117064,24369,4280,0,3819,18716,1103,11400,29263,926,833165,69921,14606,11191,40357,231,10287,1186,637146,487,72592,76152,1435,3907,44535,177366,53086,105255,3927,144
